city,lineId,lineZh,stationCode,ko,zh,en,lat,lng,stationKey
"busan","DH","東海線","K119","벡스코","BEXCO","BEXCO","35.1717","129.135958","벡스코"
"busan","DH","東海線","K120","신해운대","新海雲臺","Sinhaeundae","35.181832","129.176696","신해운대"
"busan","DH","東海線","K121","송정","松亭","Songjeong","35.187832","129.202069","송정"
"busan","DH","東海線","K122","오시리아","奧西里亞","OSIRIA","35.196256","129.208291","오시리아"
"busan","DH","東海線","K123","기장","機張","Gijang","35.244627","129.2188951","기장"
"busan","DH","東海線","K124","일광","日光","Ilgwang","35.2675565","129.2330307","일광"
"busan","DH","東海線","K125","좌천","佐川","Jwacheon","35.311838","129.245197","DH-jwacheon"
"busan","DH","東海線","K126","월내","月內","Wollae","35.328177","129.276626","월내"
"busan","DH","東海線","K127","서생","西生","Seosaeng","35.346121","129.29304","서생"
"busan","DH","東海線","K128","남창","南倉","Namchang","35.419713","129.28223","남창"
"busan","DH","東海線","K129","망양","望洋","Mangyang","35.456519","129.287856","망양"
"busan","DH","東海線","K130","덕하","德下","Deokha","35.494007","129.303094","덕하"
"busan","DH","東海線","K131","개운포","開雲浦","Gaeunpo","35.507884","129.321097","개운포"
"busan","DH","東海線","K132","태화강","太和江","Taehwagang","35.538669","129.353269","태화강"
